x,y,c
14.23641586303711,132989.7031,8294.883789
11.659232139587402,122074.5469,8883.970703
10.894044876098633,125700.0469,10933.30371
23.980466842651367,127999.4141,12446.08887
18.08850479125977,131859.0313,10401.78125
13.231414794921877,134689.2344,8910.110352
9.072885513305664,115745.3516,12059.43359
15.61289119720459,138552.4375,10959.12598
21.26338005065918,133430.2969,7977.255859
6.555461406707764,114927.7422,8329.857422
13.749747276306152,117408.7422,10416.61035
26.23872756958008,142169.7656,11609.80371
14.485941886901855,122221.4063,11085.19531
14.01229190826416,130541.875,11126.125
17.994068145751953,132201.125,13155.46289
16.17477035522461,121807.6953,9860.984375
30.185258865356445,124470.1641,6545.70166
11.033059120178224,138438.3906,11105.91699
12.205641746520996,123266.8594,12281.59277
31.68353843688965,152061.2969,8657.429688
15.839529037475586,112500.0625,12598.81836
17.03502655029297,127596.4375,11299.25488
20.82201385498047,123629.125,9336.082031
22.54151725769043,138248.7813,9970.975586
15.770886421203612,119563.0313,8338.313477
12.620599746704102,123336.3281,11359.18457
27.95343399047852,115084.8125,8959.260742
10.406251907348633,138232.75,9546.365234
13.181949615478516,123012.75,8448.166016
14.969852447509766,135450.0313,9022.181641
16.409793853759766,111348.1875,11267.43945
11.872776985168455,128195.625,10961.78906
7.578144073486328,109983.4766,8431.886719
18.55925941467285,119575.7969,12069.35059
11.17663860321045,122197.7031,10313.7168
23.240535736083984,132356.4219,10631.55664
13.557088851928713,128666.9844,10225.07813
25.94354248046875,139646.1719,12591.81836
18.523664474487305,138976.75,9641.620117
12.950726509094238,167943.5625,6582.093262
7.441211223602295,133473.2656,10324.80371
10.419296264648438,117759.4219,7271.078125
15.936408042907717,138469.4531,8827.438477
12.43762493133545,133727.3594,10695.8457
13.83724880218506,140780.0625,9351.683594
17.09555435180664,123330.5703,10544.50586
15.950210571289062,118535.5078,15372.45313
2.3587679862976074,7514.256836,41.98605728149414
0.2406539618968963,1004.842041015625,-526.4425419175918
10.756293296813965,11048.09961,1227.7608642578125
25.70801926,88595.69531,8165.203125
12.597947120666504,124847.0859,11930.86523
13.639753341674805,133125.2813,11689.13867
9.44554615,118813.625,11297.71973
12.331276893615724,126176.25,10979.29395
8.281099319458008,121062.7969,11009.66699
12.427058219909668,117519.875,9184.768555
10.544761657714844,135372.25,7792.03418
11.63981819152832,132131.75,9045.052734
10.24300765991211,126769.9531,9658.421875
8.890637397766113,138492.7188,9840.695313
12.515400886535645,127189.7734,9730.140625
5.690897941589356,116084.2813,11529.5459
25.23634147644043,145506.9375,10374.57227
10.348995208740234,135007.0,9257.476563
12.493257522583008,125705.1328,9342.31543
17.89873504638672,105296.9453,57068.96875
79.24910736083984,92860.5,13903.22168
141.1448516845703,129455.5,92917.18888191489
13.002938270568848,129194.0078,10172.75391
17.86432647705078,119067.2344,8096.630371
8.301025391,120912.3281,6632.975098
11.908098220825195,139981.7344,10522.64941
7.7839436531066895,109964.3516,9968.086914
11.866989135742188,101350.9375,9404.375977
16.68674087524414,125366.2109,11438.12988
11.642157554626465,127263.6563,8391.542969
27.556339263916016,143168.5625,16706.16406
22.379758834838867,126257.25,12245.33594
28.11333656311035,74081.05469,3761.443115234375
31.373735427856445,124089.4688,12469.71191
15.454268455505373,141343.6719,10528.16992
13.652704238891602,125367.7734,9267.96582
39.20396805,113396.4063,5947.491211
-0.222937927,5127.233398,479.1607360839844
1.0751107931137085,190.75575256347656,313.6568603515625
0.782410204,211.3120574951172,-375.5397339
2.3207249641418457,99.98304748535156,50.85604095458984
0.088925228,89.49576568603516,75.96603393554688
-0.398836821,114.02369689941406,92.68865966796876
4.280498027801514,676.6758422851562,51.914344787597656
43.90001678466797,64289.14844,66.76107025146484
119.50943756103516,203095.0313,485.7862854003906
67.67628479003906,198349.1719,1747.6436767578125
161.4219207763672,224169.125,-297.6402283
169.0863800048828,216218.7344,983.6745605
141.41957092285156,160904.6719,125.07374572753906
85.95418548583984,137653.4688,-280.9026489
107.77572631835938,67241.07031,63.03800201416016
16.69262695,21759.88867,321.8271179199219
8.330993652,27170.33789,471.3989868164063
1.7472542524337769,3370.204102,1352.6937255859375
39.77829360961914,65108.83203,2009.9041748046875
20.634849548339844,137342.0313,8740.576172
10.21648406982422,134911.0781,9014.160156
6.238518238067627,122040.3594,11132.67383
12.737800598144531,126396.1719,11951.55664
14.60584545135498,123188.0469,10238.73047
18.459741592407227,129588.1797,13053.29395
7.303746223449707,209214.5,11386.28027
12.861334800720217,145550.9219,7750.697266
16.516748428344727,121963.4609,8164.300781
16.04961395263672,127224.3906,10984.06543
9.448089599609377,119242.8984,10695.39746
15.144749641418455,133665.9063,11466.66406
11.108095169067385,127305.2266,10415.0166
7.55877161,116954.9063,13546.07813
17.99897575378418,138674.4531,8505.057617
20.445894241333008,137397.1875,14534.79395
22.968101501464844,116384.7109,8616.250977
11.815640449523926,154330.6094,9415.262695
11.973847389221191,179438.25,8750.291992
12.94465446472168,90821.10938,5795.496582
21.255565643310547,135814.0156,9828.027344
12.254955291748049,131599.4375,9720.302734
13.536660194396973,121811.3516,9470.686523
23.40215301513672,130673.9844,10696.60254
14.224458694458008,136526.5938,11562.86914
23.31825828552246,131415.9844,9095.083984
19.243566513061523,114128.4688,10031.49414
21.93610382080078,124185.1641,11025.04688
13.761314392089844,131768.8281,10815.7373
25.94114875793457,145846.9688,6783.360352
12.475183486938477,117056.9922,10158.05371
15.2056303,137202.6563,11451.80859
20.03855323791504,133491.125,8363.3125
17.156744,134728.3594,9582.933594
13.15329647064209,134651.375,8045.515625
10.310622215270996,113996.7109,8666.287109
16.768850326538086,111859.5234,8032.489258
15.251875877380373,150533.125,9765.135742
10.72620677947998,124996.1094,8529.426758
11.923202514648438,168055.4531,9889.056641
26.839208602905277,128810.0938,14099.62793
11.437825202941896,128849.25,9489.975586
12.288375854492188,118264.2891,10902.5
14.30249309539795,123886.375,14605.02051
12.483505249023438,160657.6563,13365.19336
8.258006096,125724.8984,12645.62793
10.134319305419922,131549.375,8922.577148
13.88783836364746,118442.0234,7812.942383
9.365097045898438,129498.7188,7211.40332
7.524233341217041,110176.3516,11256.3916
3.3001084327697754,15100.62695,1135.547607421875
0.2442991435527801,1183.9088134765625,165.9467315673828
4.045632839202881,4368.368652,150.9285125732422
19.461196899414062,88260.78906,4337.591309
11.339157104492188,121189.2578,8687.891602
10.57544231414795,123133.1016,10710.19824
13.458730697631836,147924.7188,9910.036133
16.275205612182617,128488.5156,10809.08594
11.721627235412598,119950.4063,14888.13574
18.50335502624512,131146.2031,9266.533203
15.100028038024902,134560.1875,13229.93945
14.718010902404783,147453.0156,15070.88281
12.197422981262209,134310.5313,8304.294922
7.410514355,112061.3594,8562.099609
24.001117706298828,126079.4141,14386.78027
13.781292915344238,129182.5,7965.109863
16.67319107055664,139892.6406,10446.73047
7.887039184570312,114699.0234,9773.242188
9.033525466918944,113337.1719,6433.707031
